schema_version,snapshot_date,module_label,module_api_name,field_label,field_display_label,field_api_name,data_type,json_type,origin_status,usage_status,visible_status,write_status,read_only_status,field_read_only_status,api_create_status,api_update_status,system_required_status,standard_layout_required_status,unique_status,encryption_status,personal_designation_status,virtual_status,length,decimal_places,history_tracking_status,external_field_status,searchable_status,filterable_status,sortable_status,help_text_status,picklist_value_count,picklist_options_status,metadata_verification_status
2,2026-08-14,Leads,Leads,Submission Channel,Submission Channel,Submission_Channel,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,3,captured,verified_live_read_only
2,2026-08-14,Leads,Leads,Tag,Tag,Tag,text,jsonarray,system,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,2000,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,Target Anchor ZIP,Target Anchor ZIP,Target_Anchor_ZIP,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,10,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,Target Selection Basis,Target Selection Basis,Target_Location_Selection_Basis,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,6,captured,verified_live_read_only
2,2026-08-14,Leads,Leads,Target Market Fit,Target Market Fit,Target_Market_Fit,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,5,captured,verified_live_read_only
2,2026-08-14,Leads,Leads,Text Opt Out,Text Opt Out,Text_Opt_Out,boolean,boolean,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,5,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,Time Zone,Time Zone,Time_Zone,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,314,omitted_vendor_managed_high_cardinality_standard_set,verified_live_read_only
2,2026-08-14,Leads,Leads,Time Zone (IANA ID),Time Zone (IANA ID),Time_Zone_IANA_ID,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,Time Zone Normalized At,Time Zone Normalized At,Time_Zone_Normalized_At,datetime,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,Timeline Fit,Timeline Fit,Timeline_Fit,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,6,omitted_private_qualification_threshold_values,verified_live_read_only
2,2026-08-14,Leads,Leads,Twitter,Twitter,Twitter,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,50,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,Unsubscribed Mode,Unsubscribed Mode,Unsubscribed_Mode,picklist,string,system,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,4,captured,verified_live_read_only
2,2026-08-14,Leads,Leads,Unsubscribed Time,Unsubscribed Time,Unsubscribed_Time,datetime,string,system,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,utm_campaign,utm_campaign,UTM_Campaign,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,utm_content,utm_content,UTM_Content,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,utm_medium,utm_medium,UTM_Medium,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,utm_source,utm_source,UTM_Source,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,utm_term,utm_term,UTM_Term,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,Visitor Score,Visitor Score,Visitor_Score,bigint,string,system,used,true,writable,false,true,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,19,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,Website,Website,Website,website,string,system,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Leads,Leads,Zip Code,Zip Code,Zip_Code,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,30,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Account Name,Account Name,Account_Name,lookup,jsonobject,system,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address,Address,Address,textarea,string,custom,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,virtual,2000,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address - City,Address - City,Address_City,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address - Coordinates,Address - Coordinates,Address_Coordinates,textarea,string,custom,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,virtual,255,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address - Latitude,Address - Latitude,Address_Coordinates_Latitude,double,double,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,50,9,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address - Longitude,Address - Longitude,Address_Coordinates_Longitude,double,double,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,50,9,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address - Country / Region,Address - Country / Region,Address_Country_Region,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,248,omitted_vendor_managed_high_cardinality_standard_set,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address - Flat / House No./ Building / Apartment Name,Address - Flat / House No./ Building / Apartment Name,Address_Flat_House_No_Building_Apartment_Name,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address - State / Province,Address - State / Province,Address_State_Province,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,3937,omitted_vendor_managed_high_cardinality_standard_set,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address - Street Address,Address - Street Address,Address_Street_Address,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Address - Zip / Postal Code,Address - Zip / Postal Code,Address_Zip_Postal_Code,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Assistant,Assistant,Assistant,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,50,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Asst Phone,Asst Phone,Asst_Phone,phone,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,30,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Average Time Spent (Minutes),Average Time Spent (Minutes),Average_Time_Spent_Minutes,double,double,system,used,true,writable,false,true,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,16,2,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Change Log Time,Change Log Time,Change_Log_Time__s,datetime,string,system,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Contact Type,Contact Type,Contact_Type,picklist,string,custom,used,true,writable,false,false,true,true,optional,required,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,5,captured,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Contact Verification,Contact Verification,Contact_Verification_Status,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,7,captured,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Contact Verified At,Contact Verified At,Contact_Verified_At,datetime,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Created By,Created By,Created_By,ownerlookup,jsonobject,system,used,true,read_only,false,false,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Created Time,Created Time,Created_Time,datetime,string,system,used,true,read_only,false,false,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Date of Birth,Date of Birth,Date_of_Birth,date,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,20,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Days Visited,Days Visited,Days_Visited,integer,integer,system,used,true,writable,false,true,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,9,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Decision Authority,Decision Authority,Decision_Authority,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,7,captured,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Decision-Maker Role,Decision-Maker Role,Decision_Maker_Role,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,7,captured,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Department,Department,Department,text,string,system,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,50,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Description,Description,Description,textarea,string,system,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,32000,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Email,Email,Email,email,string,system,used,true,writable,false,false,true,true,optional,optional,case_insensitive,not_encrypted,not_exposed_by_fields_api,concrete,100,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Email Opt Out,Email Opt Out,Email_Opt_Out,boolean,boolean,system,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,5,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Enrich Status,Enrich Status,Enrich_Status__s,picklist,string,system,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,3,captured,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Fax,Fax,Fax,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,30,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,First Name,First Name,First_Name,text,string,system,used,true,writable,false,false,true,true,optional,required,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,40,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,First Visit,First Visited Time,First_Visited_Time,datetime,string,system,used,true,writable,false,true,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,First Page Visited,First Visited URL,First_Visited_URL,website,string,system,used,true,writable,false,true,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,3000,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Free Test Contact Consent,Free Test Contact Consent,Free_Test_Contact_Consent,boolean,boolean,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,5,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Free Test Contact Consent At,Free Test Contact Consent At,Free_Test_Contact_Consent_At,datetime,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Free Test Contact Consent Version,Free Test Contact Consent Version,Free_Test_Contact_Consent_Version,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,100,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Full Name,Full Name,Full_Name,text,string,system,used,true,read_only,false,false,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Home Phone,Home Phone,Home_Phone,phone,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,30,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Record Id,Record Id,id,bigint,string,system,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,18,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Is Billing Contact?,Is Billing Contact?,Is_Billing_Contact,boolean,boolean,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,5,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Is Portal User?,Is Portal User?,Is_Portal_User,boolean,boolean,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,5,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Is Primary Contact?,Is Primary Contact?,Is_Primary_Contact,boolean,boolean,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,5,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Last Activity Time,Last Activity Time,Last_Activity_Time,datetime,string,system,used,true,read_only,false,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Last Enriched Time,Last Enriched Time,Last_Enriched_Time__s,datetime,string,system,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Last Name,Last Name,Last_Name,text,string,system,used,true,writable,false,false,true,true,required,required,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,80,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Most Recent Visit,Last Visited Time,Last_Visited_Time,datetime,string,system,used,true,writable,false,true,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Lead Source,Lead Source,Lead_Source,picklist,string,system,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,17,captured,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Social Lead ID,Social Lead ID,leadchain0__Social_Lead_ID,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,150,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Contact LinkedIn,Contact LinkedIn,LinkedIn,website,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,450,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Locked,Locked,Locked__s,boolean,boolean,system,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,5,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Mailing City,Mailing City,Mailing_City,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,100,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Mailing Country,Mailing Country,Mailing_Country,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,100,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Mailing State,Mailing State,Mailing_State,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,100,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Mailing Street,Mailing Street,Mailing_Street,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,250,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Mailing Zip,Mailing Zip,Mailing_Zip,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,30,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Middle Name,Middle Name,Middle_Name,text,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,255,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Mobile,Mobile,Mobile,phone,string,system,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,30,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Modified By,Modified By,Modified_By,ownerlookup,jsonobject,system,used,true,read_only,false,false,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Modified Time,Modified Time,Modified_Time,datetime,string,system,used,true,read_only,false,false,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Name,Name,Name1,formula,string,custom,unused,true,read_only,true,false,false,false,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,1000,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Distance,Distance,nearby_distance__s,double,double,system,used,true,read_only,true,true,false,false,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,16,2,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Number Of Chats,Number Of Chats,Number_Of_Chats,integer,integer,system,used,true,writable,false,true,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,9,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Other City,Other City,Other_City,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,100,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Other Country,Other Country,Other_Country,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,100,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Other Phone,Other Phone,Other_Phone,phone,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,30,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Other State,Other State,Other_State,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,100,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Other Street,Other Street,Other_Street,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,250,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Other Zip,Other Zip,Other_Zip,text,string,system,unused,true,writable,false,false,true,true,optional,not_present,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,30,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Contact Owner,Contact Owner,Owner,ownerlookup,jsonobject,system,used,true,writable,false,true,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,missing_or_not_exposed,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Phone,Phone,Phone,phone,string,system,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,50,,unknown,unknown,unknown,unknown,unknown,present,0,not_applicable,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Portal Role,Portal Role,Portal_Role,picklist,string,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,120,,unknown,unknown,unknown,unknown,unknown,present,6,captured,verified_live_read_only
2,2026-08-14,Contacts,Contacts,Preferred Communication Methods,Preferred Communication Methods,Preferred_Communication_Methods,multiselectpicklist,jsonarray,custom,used,true,writable,false,false,true,true,optional,optional,not_unique,not_encrypted,not_exposed_by_fields_api,concrete,1000,,unknown,unknown,unknown,unknown,unknown,present,4,captured,verified_live_read_only
