schema_version,snapshot_date,module_api_name,layout_name,layout_api_name,layout_status,section_mode,section_sequence,section_label,section_api_name,column_count,field_sequence,field_source_ordinal,field_label,layout_display_label,field_api_name,data_type,default_value_status,required_status,read_only_status,field_read_only_status,api_write_status,metadata_verification_status
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,3,3,Skype ID,Skype ID,Skype_ID,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,4,4,Modified By,Modified By,Modified_By,ownerlookup,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,6,5,Time Zone (IANA ID),Time Zone (IANA ID),Time_Zone_IANA_ID,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,7,6,Tag,Tag,Tag,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,8,7,Time Zone Normalized At,Time Zone Normalized At,Time_Zone_Normalized_At,datetime,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,9,8,Converted Date Time,Converted Date Time,Converted_Date_Time,datetime,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,10,9,Unsubscribed Mode,Unsubscribed Mode,Unsubscribed_Mode,picklist,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,11,10,Lead Conversion Time,Lead Conversion Time,Lead_Conversion_Time,integer,not_exposed,optional,false,true,read_only,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,12,11,Enrich Status,Enrich Status,Enrich_Status__s,picklist,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,13,12,Modified Time,Modified Time,Modified_Time,datetime,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,14,13,Created Time,Created Time,Created_Time,datetime,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,default_create,13,System Information,System,2,53,14,Unsubscribed Time,Unsubscribed Time,Unsubscribed_Time,datetime,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,1,1,Full Name,Full Name,Full_Name,text,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,2,2,Company,Company,Company,text,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,3,3,Lead Owner,Lead Owner,Owner,ownerlookup,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,4,4,Contact Email,Contact Email,Email,email,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,5,5,Contact Phone,Contact Phone,Phone,phone,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,6,6,Contact Mobile,Contact Mobile,Mobile,phone,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,7,7,Lead Status,Lead Status,Lead_Status,picklist,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,1,1,Company,Company,Company,text,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,2,2,First Name,First Name,First_Name,text,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,3,3,Last Name,Last Name,Last_Name,text,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,4,4,Contact Mobile,Contact Mobile,Mobile,phone,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,5,5,Contact Email,Contact Email,Email,email,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,6,6,Lead Status,Lead Status,Lead_Status,picklist,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Leads,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,7,7,Lead Source,Lead Source,Lead_Source,picklist,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,1,Contact Image,Record_Image__s,1,1,1,Contact Image,Record Image,Record_Image,profileimage,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,1,1,First Name,First Name,First_Name,text,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,1,2,Salutation,Salutation,Salutation,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,2,3,Contact Type,Contact Type,Contact_Type,picklist,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,3,4,Middle Name,Middle Name,Middle_Name,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,4,5,Account Name,Account Name,Account_Name,lookup,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,5,6,Last Name,Last Name,Last_Name,text,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,5,7,Full Name,Full Name,Full_Name,text,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,6,8,Vendor Name,Vendor Name,Vendor_Name,lookup,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,7,9,Title,Title,Title,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,8,10,Contact Owner,Contact Owner,Owner,ownerlookup,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,9,11,Department,Department,Department,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,12,Address,Address,Address,textarea,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,13,Address - City,Address - City,Address_City,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,14,Address - Coordinates,Address - Coordinates,Address_Coordinates,textarea,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,15,Address - Country / Region,Address - Country / Region,Address_Country_Region,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,16,Address - Flat / House No./ Building / Apartment Name,Address - Flat / House No./ Building / Apartment Name,Address_Flat_House_No_Building_Apartment_Name,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,17,Address - Latitude,Address - Latitude,Address_Coordinates_Latitude,double,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,18,Address - Longitude,Address - Longitude,Address_Coordinates_Longitude,double,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,19,Address - State / Province,Address - State / Province,Address_State_Province,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,20,Address - Street Address,Address - Street Address,Address_Street_Address,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,10,21,Address - Zip / Postal Code,Address - Zip / Postal Code,Address_Zip_Postal_Code,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,11,22,Last Activity Time,Last Activity Time,Last_Activity_Time,datetime,not_exposed,optional,false,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,12,23,Tag,Tag,Tag,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,13,24,Record Status,Record Status,Record_Status__s,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,15,25,Last Enriched Time,Last Enriched Time,Last_Enriched_Time__s,datetime,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,16,26,Record Id,Record Id,id,bigint,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,18,27,Change Log Time,Change Log Time,Change_Log_Time__s,datetime,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,20,28,Locked,Locked,Locked__s,boolean,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,2,Contact and Primary Address,Contact_Information__s,2,24,29,Distance,Distance,nearby_distance__s,double,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,3,Roles and Portal Access,Roles_And_Portal_Access,2,1,1,Is Primary Contact?,Is Primary Contact?,Is_Primary_Contact,boolean,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,3,Roles and Portal Access,Roles_And_Portal_Access,2,2,2,Is Portal User?,Is Portal User?,Is_Portal_User,boolean,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,3,Roles and Portal Access,Roles_And_Portal_Access,2,3,3,Is Billing Contact?,Is Billing Contact?,Is_Billing_Contact,boolean,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,3,Roles and Portal Access,Roles_And_Portal_Access,2,4,4,Portal Role,Portal Role,Portal_Role,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,4,Communication,Communication_Details,2,1,1,Email,Email,Email,email,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,4,Communication,Communication_Details,2,2,2,Email Opt Out,Email Opt Out,Email_Opt_Out,boolean,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,4,Communication,Communication_Details,2,3,3,Contact Secondary Email,Contact Secondary Email,Secondary_Email,email,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,4,Communication,Communication_Details,2,4,4,Preferred Communication Methods,Preferred Communication Methods,Preferred_Communication_Methods,multiselectpicklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,4,Communication,Communication_Details,2,5,5,Mobile,Mobile,Mobile,phone,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,4,Communication,Communication_Details,2,6,6,Time Zone,Time Zone,Time_Zone,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,4,Communication,Communication_Details,2,7,7,Phone,Phone,Phone,phone,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,5,Lead and Attribution,Engagement_Details,2,1,1,Lead Source,Lead Source,Lead_Source,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,5,Lead and Attribution,Engagement_Details,2,2,2,Priority,Priority,Priority,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,6,Social Media,Description_Information__s,2,1,1,Contact LinkedIn,Contact LinkedIn,LinkedIn,website,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,6,Social Media,Description_Information__s,2,2,2,Skype ID,Skype ID,Skype_ID,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,7,Notes,Notes,1,1,1,Description,Description,Description,textarea,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,8,Visit Summary,Visit_Summary__s,2,1,1,Most Recent Visit,Last Visited Time,Last_Visited_Time,datetime,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,8,Visit Summary,Visit_Summary__s,2,2,2,First Page Visited,First Visited URL,First_Visited_URL,website,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,8,Visit Summary,Visit_Summary__s,2,3,3,Average Time Spent (Minutes),Average Time Spent (Minutes),Average_Time_Spent_Minutes,double,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,8,Visit Summary,Visit_Summary__s,2,4,4,Number Of Chats,Number Of Chats,Number_Of_Chats,integer,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,8,Visit Summary,Visit_Summary__s,2,5,5,Referrer,Referrer,Referrer,website,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,8,Visit Summary,Visit_Summary__s,2,6,6,Visitor Score,Visitor Score,Visitor_Score,bigint,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,8,Visit Summary,Visit_Summary__s,2,7,7,First Visit,First Visited Time,First_Visited_Time,datetime,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,8,Visit Summary,Visit_Summary__s,2,8,8,Days Visited,Days Visited,Days_Visited,integer,not_exposed,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,9,Authority & Verification,Authority_Verification,2,1,1,Decision-Maker Role,Decision-Maker Role,Decision_Maker_Role,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,9,Authority & Verification,Authority_Verification,2,2,2,Decision Authority,Decision Authority,Decision_Authority,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,9,Authority & Verification,Authority_Verification,2,3,3,Contact Verification,Contact Verification,Contact_Verification_Status,picklist,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,9,Authority & Verification,Authority_Verification,2,4,4,Contact Verified At,Contact Verified At,Contact_Verified_At,datetime,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,9,Authority & Verification,Authority_Verification,2,5,5,Text Opt Out,Text Opt Out,Text_Opt_Out,boolean,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,9,Authority & Verification,Authority_Verification,2,6,6,Free Test Contact Consent,Free Test Contact Consent,Free_Test_Contact_Consent,boolean,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,9,Authority & Verification,Authority_Verification,2,7,7,Free Test Contact Consent At,Free Test Contact Consent At,Free_Test_Contact_Consent_At,datetime,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,9,Authority & Verification,Authority_Verification,2,8,8,Free Test Contact Consent Version,Free Test Contact Consent Version,Free_Test_Contact_Consent_Version,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,1,1,Social Lead ID,Social Lead ID,leadchain0__Social_Lead_ID,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,2,2,Created By,Created By,Created_By,ownerlookup,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,3,3,Reporting To,Reporting To,Reporting_To,lookup,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,4,4,Modified By,Modified By,Modified_By,ownerlookup,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,6,5,Time Zone (IANA ID),Time Zone (IANA ID),Time_Zone_IANA_ID,text,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,8,6,Created Time,Created Time,Created_Time,datetime,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,10,7,Time Zone Normalized At,Time Zone Normalized At,Time_Zone_Normalized_At,datetime,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,12,8,Modified Time,Modified Time,Modified_Time,datetime,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,31,9,Unsubscribed Mode,Unsubscribed Mode,Unsubscribed_Mode,picklist,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,32,10,Unsubscribed Time,Unsubscribed Time,Unsubscribed_Time,datetime,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,default_create,10,System Information,System_Information,2,34,11,Enrich Status,Enrich Status,Enrich_Status__s,picklist,not_exposed,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,1,1,Full Name,Full Name,Full_Name,text,not_exposed,optional,false,false,read_only,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,2,2,Account Name,Account Name,Account_Name,lookup,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,3,3,Mobile,Mobile,Mobile,phone,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,4,4,Phone,Phone,Phone,phone,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,business_card,1000,Business Card,Business_Card__s,1,5,5,Email,Email,Email,email,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,1,1,First Name,First Name,First_Name,text,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,2,2,Last Name,Last Name,Last_Name,text,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,3,3,Account Name,Account Name,Account_Name,lookup,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,4,4,Email,Email,Email,email,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,5,5,Phone,Phone,Phone,phone,not_exposed,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Contacts,Standard,Standard__s,active,quick_create,1000,Quick Create,Quick_Create__s,1,6,6,Contact Type,Contact Type,Contact_Type,picklist,not_exposed,required,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,1,Account Image,Record_Image__s,1,1,1,Account Image,Record Image,Record_Image,profileimage,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,1,1,Account Name,Account Name,Account_Name,text,none,required,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,2,2,Company Phone,Company Phone,Phone,phone,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,3,3,Parent Account,Parent Account,Parent_Account,lookup,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,4,4,Company Email,Company Email,Company_Email,email,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,5,5,Account Type,Account Type,Account_Type,picklist,none,required,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,6,6,Website,Website,Website,website,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,7,7,Pain Point Summary,Pain Point Summary,Pain_Point_Summary,textarea,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,8,8,Company LinkedIn,Company LinkedIn,Company_LinkedIn,website,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,10,9,Account Owner,Account Owner,Owner,ownerlookup,none,optional,false,true,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,11,10,Last Enriched Time,Last Enriched Time,Last_Enriched_Time__s,datetime,none,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,12,11,Tag,Tag,Tag,text,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,13,12,Record Status,Record Status,Record_Status__s,picklist,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,14,13,Last Activity Time,Last Activity Time,Last_Activity_Time,datetime,none,optional,false,true,read_only,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,16,14,Record Id,Record Id,id,bigint,none,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,18,15,Change Log Time,Change Log Time,Change_Log_Time__s,datetime,none,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,20,16,Locked,Locked,Locked__s,boolean,configured,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,2,Account Details,Account_Information__s,2,24,17,Distance,Distance,nearby_distance__s,double,none,optional,true,true,read_only,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,3,Primary Contact,Primary_Contact,2,1,1,Primary Contact,Primary Contact,Primary_Contact,lookup,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,3,Primary Contact,Primary_Contact,2,2,2,Contact Mobile,Contact Mobile,Mobile,phone,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,3,Primary Contact,Primary_Contact,2,3,3,Title,Title,Title,text,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,3,Primary Contact,Primary_Contact,2,4,4,Contact Phone,Contact Phone,Work_Phone,phone,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,3,Primary Contact,Primary_Contact,2,5,5,Department,Department,Department,text,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,3,Primary Contact,Primary_Contact,2,6,6,Contact Email,Contact Email,Email,email,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,4,Segmentation,Segmentation,2,1,1,Industry,Industry,Industry,picklist,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,4,Segmentation,Segmentation,2,2,2,Annual Revenue,Annual Revenue,Annual_Revenue,currency,none,optional,false,false,writable,verified_live_read_only
2,2026-08-14,Accounts,Standard,Standard__s,active,default_create,4,Segmentation,Segmentation,2,3,3,Lead Source,Lead Source,Source_Channel,picklist,none,optional,false,false,writable,verified_live_read_only
