schema_version,snapshot_date,module_api_name,field_label,field_api_name,field_data_type,option_scope,display_value,actual_value,reference_value,option_sequence,sequence_variants,sequence_status,usage_status,default_status,colour_code,option_source,metadata_verification_status
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Twitter,Twitter,,14,14,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Website,Website,,15,15,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Word Of Mouth,Word Of Mouth,,16,16,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,YouTube,YouTube,,17,17,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Attempted Contact,Attempted to Contact,,2,2,verified_field_metadata,used,unknown_not_exposed,#ced9ff,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Free Test Requested,Free Test Requested,,3,3,verified_field_metadata,used,unknown_not_exposed,#14B8A6,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Free Test Setup Scheduled,Free Test Setup Scheduled,,4,4,verified_field_metadata,used,unknown_not_exposed,#3B82F6,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Contacted,Contacted,,5,5,verified_field_metadata,used,unknown_not_exposed,#c4f0b3,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Qualified for Free Test,Qualified for Free Test,,6,6,verified_field_metadata,used,unknown_not_exposed,#22C55E,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,New,Not Contacted,,7,7,verified_field_metadata,used,unknown_not_exposed,#eb4d4d,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Not Qualified,Not Qualified,,8,8,verified_field_metadata,used,unknown_not_exposed,#4137be,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Converted,Converted,,9,9,verified_field_metadata,used,unknown_not_exposed,#fea36a,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Contact In Future,Contact in Future,,10,10,verified_field_metadata,unused,unknown_not_exposed,#5d4ffb,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Lost Lead,Lost Lead,,11,11,verified_field_metadata,unused,unknown_not_exposed,#fd8989,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Pre-Qualified,Pre-Qualified,,12,12,verified_field_metadata,unused,unknown_not_exposed,#5d4ffb,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Status,Lead_Status,picklist,module,Unqualified,Junk Lead,,13,13,verified_field_metadata,unused,unknown_not_exposed,#f27e22,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,New / Unresearched,New / Unresearched,,2,2,verified_field_metadata,used,unknown_not_exposed,#acacac,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,Researching,Researching,,3,3,verified_field_metadata,used,unknown_not_exposed,#5d4ffb,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,ICP Review,ICP Review,,4,4,verified_field_metadata,used,unknown_not_exposed,#f5c72f,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,Ready for Outreach,Ready for Outreach,,5,5,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,Outreach In Progress,Outreach In Progress,,6,6,verified_field_metadata,used,unknown_not_exposed,#5d4ffb,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,Discovery Scheduled,Discovery Scheduled,,7,7,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,Nurture,Nurture,,8,8,verified_field_metadata,used,unknown_not_exposed,#f5c72f,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,Disqualified,Disqualified,,9,9,verified_field_metadata,used,unknown_not_exposed,#eb4d4d,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lifecycle Status,Lifecycle_Status,picklist,module,Converted,Converted,,10,10,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Location Type,Location_Type,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Location Type,Location_Type,picklist,module,Headquarters,Headquarters,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Location Type,Location_Type,picklist,module,Branch,Branch,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Location Type,Location_Type,picklist,module,Office,Office,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Location Type,Location_Type,picklist,module,Service Area Only,Service Area Only,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Location Type,Location_Type,picklist,module,Sole Location,Sole Location,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Location Type,Location_Type,picklist,module,Unknown,Unknown,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Research Company,Research Company,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Find Decision Maker,Find Decision Maker,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Verify Contact Data,Verify Contact Data,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Verify Target Location,Verify Target Location,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Run After-Hours Audit,Run After-Hours Audit,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Call Decision Maker,Call Decision Maker,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Send Follow-Up,Send Follow-Up,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Schedule Discovery,Schedule Discovery,,9,9,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Convert to Deal,Convert to Deal,,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Nurture,Nurture,,11,11,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Next Action,Next_Action,picklist,module,Close Out,Close Out,,12,12,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Nurture Reason,Nurture_Reason,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Nurture Reason,Nurture_Reason,picklist,module,Timing,Timing,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Nurture Reason,Nurture_Reason,picklist,module,Budget,Budget,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Nurture Reason,Nurture_Reason,picklist,module,Low Call Volume,Low Call Volume,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Nurture Reason,Nurture_Reason,picklist,module,No Coverage Gap,No Coverage Gap,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Nurture Reason,Nurture_Reason,picklist,module,No Decision-Maker Access,No Decision-Maker Access,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Nurture Reason,Nurture_Reason,picklist,module,Existing Contract,Existing Contract,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Nurture Reason,Nurture_Reason,picklist,module,Not Ready to Change,Not Ready to Change,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Nurture Reason,Nurture_Reason,picklist,module,Other,Other,,9,9,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,Calls to Voicemail,Calls to Voicemail,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,Long Ring / No Answer,Long Ring / No Answer,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,Owner / Tech Interrupted,Owner / Tech Interrupted,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,Office / Dispatch Strain,Office / Dispatch Strain,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,After-Hours Leads Lost,After-Hours Leads Lost,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,Seasonal Overflow,Seasonal Overflow,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,Costly Answering Service,Costly Answering Service,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,Poor IVR,Poor IVR,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,Marketing Spend Wasted,Marketing Spend Wasted,,9,9,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Pain Signals,Pain_Signals,multiselectpicklist,module,No Evident Gap,No Evident Gap,,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Communication Preference,Preferred_Communication_Method,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Communication Preference,Preferred_Communication_Method,picklist,module,Call,Call,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Communication Preference,Preferred_Communication_Method,picklist,module,Email,Email,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Communication Preference,Preferred_Communication_Method,picklist,module,Text,Text,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Primary Operating System,Primary_Operating_System,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Primary Operating System,Primary_Operating_System,picklist,module,ServiceTitan,ServiceTitan,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Primary Operating System,Primary_Operating_System,picklist,module,Housecall Pro,Housecall Pro,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Primary Operating System,Primary_Operating_System,picklist,module,Jobber,Jobber,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Primary Operating System,Primary_Operating_System,picklist,module,FieldEdge,FieldEdge,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Primary Operating System,Primary_Operating_System,picklist,module,Other Structured System,Other Structured System,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Primary Operating System,Primary_Operating_System,picklist,module,Spreadsheet or Paper,Spreadsheet or Paper,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Primary Operating System,Primary_Operating_System,picklist,module,None,None,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Primary Operating System,Primary_Operating_System,picklist,module,Unknown,Unknown,,9,9,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Rating,Rating,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Rating,Rating,picklist,module,Acquired,Acquired,,2,2,verified_field_metadata,unused,unknown_not_exposed,#c9651a,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Rating,Rating,picklist,module,Active,Active,,3,3,verified_field_metadata,unused,unknown_not_exposed,#f27e22,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Rating,Rating,picklist,module,High Priority,Hot,,4,4,verified_field_metadata,used,unknown_not_exposed,#EA580C,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Rating,Rating,picklist,module,Low Priority,Cold,,5,5,verified_field_metadata,used,unknown_not_exposed,#6B7280,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Rating,Rating,picklist,module,Market Failed,Market Failed,,6,6,verified_field_metadata,unused,unknown_not_exposed,#666666,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Rating,Rating,picklist,module,Project Cancelled,Project Cancelled,,7,7,verified_field_metadata,unused,unknown_not_exposed,#e972fd,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Rating,Rating,picklist,module,Shut Down,ShutDown,,8,8,verified_field_metadata,unused,unknown_not_exposed,#177ba0,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Rating,Rating,picklist,module,Standard Priority,Warm,,9,9,verified_field_metadata,used,unknown_not_exposed,#2563EB,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Record Status,Record_Status__s,picklist,module,Trash,Trash,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Record Status,Record_Status__s,picklist,module,Available,Available,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Record Status,Record_Status__s,picklist,module,Draft,Draft,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Requested Test Route,Requested_Test_Route,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Requested Test Route,Requested_Test_Route,picklist,module,After Hours Only,After Hours Only,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Requested Test Route,Requested_Test_Route,picklist,module,No Answer / Overflow Only,No Answer / Overflow Only,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Requested Test Route,Requested_Test_Route,picklist,module,After Hours + Overflow,After Hours + Overflow,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Salutation,Salutation,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Salutation,Salutation,picklist,module,Mr.,Mr.,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Salutation,Salutation,picklist,module,Mrs.,Mrs.,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Salutation,Salutation,picklist,module,Ms.,Ms.,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Salutation,Salutation,picklist,module,Dr.,Dr.,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Salutation,Salutation,picklist,module,Prof.,Prof.,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Scheduling Process,Scheduling_Process,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Scheduling Process,Scheduling_Process,picklist,module,Field-Service Platform,Field-Service Platform,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Scheduling Process,Scheduling_Process,picklist,module,Shared Calendar,Shared Calendar,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Scheduling Process,Scheduling_Process,picklist,module,Manual but Defined,Manual but Defined,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Scheduling Process,Scheduling_Process,picklist,module,Ad Hoc,Ad Hoc,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Scheduling Process,Scheduling_Process,picklist,module,None,None,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Scheduling Process,Scheduling_Process,picklist,module,Unknown,Unknown,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Submission Channel,Submission_Channel,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Submission Channel,Submission_Channel,picklist,module,Website,Website,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Submission Channel,Submission_Channel,picklist,module,In Person,In Person,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Selection Basis,Target_Location_Selection_Basis,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Selection Basis,Target_Location_Selection_Basis,picklist,module,Decision-Maker Office,Decision-Maker Office,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Selection Basis,Target_Location_Selection_Basis,picklist,module,Nearest to Target ZIP,Nearest to Target ZIP,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Selection Basis,Target_Location_Selection_Basis,picklist,module,Headquarters / Sole,Headquarters / Sole,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Selection Basis,Target_Location_Selection_Basis,picklist,module,Manual Exception,Manual Exception,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Selection Basis,Target_Location_Selection_Basis,picklist,module,Unknown,Unknown,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Market Fit,Target_Market_Fit,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Market Fit,Target_Market_Fit,picklist,module,Strong Fit,Strong Fit,,2,2,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Market Fit,Target_Market_Fit,picklist,module,Possible Fit,Possible Fit,,3,3,verified_field_metadata,used,unknown_not_exposed,#f5c72f,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Market Fit,Target_Market_Fit,picklist,module,Not Current Fit,Not Current Fit,,4,4,verified_field_metadata,used,unknown_not_exposed,#eb4d4d,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Target Market Fit,Target_Market_Fit,picklist,module,Unverified,Unverified,,5,5,verified_field_metadata,used,unknown_not_exposed,#acacac,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Unsubscribed Mode,Unsubscribed_Mode,picklist,module,Consent form,Consent form,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Unsubscribed Mode,Unsubscribed_Mode,picklist,module,Manual,Manual,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Unsubscribed Mode,Unsubscribed_Mode,picklist,module,Unsubscribe link,Unsubscribe link,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Unsubscribed Mode,Unsubscribed_Mode,picklist,module,Zoho campaigns,Zoho campaigns,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Type,Contact_Type,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Type,Contact_Type,picklist,module,Customer – Decision Maker,Customer – Decision Maker,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Type,Contact_Type,picklist,module,Customer – User,Customer – User,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Type,Contact_Type,picklist,module,Internal (Sylvara),Internal (Sylvara),,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Type,Contact_Type,picklist,module,Vendor Contact,Vendor Contact,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Verification,Contact_Verification_Status,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Verification,Contact_Verification_Status,picklist,module,Unverified,Unverified,,2,2,verified_field_metadata,used,unknown_not_exposed,#64748B,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Verification,Contact_Verification_Status,picklist,module,Email Verified,Email Verified,,3,3,verified_field_metadata,used,unknown_not_exposed,#3B82F6,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Verification,Contact_Verification_Status,picklist,module,Email and Mobile Verified,Email and Mobile Verified,,4,4,verified_field_metadata,used,unknown_not_exposed,#16A34A,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Verification,Contact_Verification_Status,picklist,module,Verification Failed,Verification Failed,,5,5,verified_field_metadata,used,unknown_not_exposed,#EF4444,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Verification,Contact_Verification_Status,picklist,module,Expired,Expired,,6,6,verified_field_metadata,used,unknown_not_exposed,#F59E0B,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Contact Verification,Contact_Verification_Status,picklist,module,Revoked,Revoked,,7,7,verified_field_metadata,used,unknown_not_exposed,#DC2626,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision Authority,Decision_Authority,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision Authority,Decision_Authority,picklist,module,Unknown,Unknown,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision Authority,Decision_Authority,picklist,module,Influencer,Influencer,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision Authority,Decision_Authority,picklist,module,Recommender,Recommender,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision Authority,Decision_Authority,picklist,module,Joint Decision-Maker,Joint Decision-Maker,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision Authority,Decision_Authority,picklist,module,Final Decision-Maker,Final Decision-Maker,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision Authority,Decision_Authority,picklist,module,Authorized Signer,Authorized Signer,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision-Maker Role,Decision_Maker_Role,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision-Maker Role,Decision_Maker_Role,picklist,module,Owner / Founder,Owner / Founder,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision-Maker Role,Decision_Maker_Role,picklist,module,General Manager,General Manager,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision-Maker Role,Decision_Maker_Role,picklist,module,Operations Manager,Operations Manager,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision-Maker Role,Decision_Maker_Role,picklist,module,Office Manager,Office Manager,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision-Maker Role,Decision_Maker_Role,picklist,module,Dispatch Manager,Dispatch Manager,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Decision-Maker Role,Decision_Maker_Role,picklist,module,Other,Other,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
