schema_version,snapshot_date,module_api_name,field_label,field_api_name,field_data_type,option_scope,display_value,actual_value,reference_value,option_sequence,sequence_variants,sequence_status,usage_status,default_status,colour_code,option_source,metadata_verification_status
2,2026-08-14,Deals,Stage,Stage,picklist,pipeline_revenue_desk_sales,Closed Won,Paid Subscription Active,Closed Won,7,7,authoritative_pipeline_order,used,unknown_not_exposed,,pipeline_metadata,verified_live_read_only
2,2026-08-14,Deals,Stage,Stage,picklist,pipeline_revenue_desk_sales,Closed Lost,Closed Lost,Closed Lost,8,8,authoritative_pipeline_order,used,unknown_not_exposed,,pipeline_metadata,verified_live_read_only
2,2026-08-14,Deals,Submission Channel,Submission_Channel,picklist,layout_standard,-None-,-None-,-None-,1,1,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Submission Channel,Submission_Channel,picklist,layout_standard,Website,Website,Website,2,2,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Submission Channel,Submission_Channel,picklist,layout_standard,In Person,In Person,In Person,3,3,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Subscription Status,Subscription_Status,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Subscription Status,Subscription_Status,picklist,module,Active,Active,Active,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Subscription Status,Subscription_Status,picklist,module,Canceled,Canceled,Canceled,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Subscription Status,Subscription_Status,picklist,module,Expired,Expired,Expired,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Subscription Status,Subscription_Status,picklist,module,Past Due,Past Due,Past Due,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Subscription Status,Subscription_Status,picklist,module,Trial,Trial,Trial,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Test End Reason,Test_End_Reason,picklist,layout_standard,-None-,-None-,-None-,1,1,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test End Reason,Test_End_Reason,picklist,layout_standard,Seven-Day Limit Reached,Seven-Day Limit Reached,Seven-Day Limit Reached,2,2,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test End Reason,Test_End_Reason,picklist,layout_standard,Call Limit Reached,Call Limit Reached,Call Limit Reached,3,3,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test End Reason,Test_End_Reason,picklist,layout_standard,Client Requested Stop,Client Requested Stop,Client Requested Stop,4,4,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test End Reason,Test_End_Reason,picklist,layout_standard,Sylvara Stopped,Sylvara Stopped,Sylvara Stopped,5,5,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test End Reason,Test_End_Reason,picklist,layout_standard,Technical Failure,Technical Failure,Technical Failure,6,6,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test End Reason,Test_End_Reason,picklist,layout_standard,Converted Early,Converted Early,Converted Early,7,7,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test End Reason,Test_End_Reason,picklist,layout_standard,Other,Other,Other,8,8,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,-None-,-None-,-None-,1,1,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Not Started,Not Started,Not Started,2,2,verified_layout_sequence,used,unknown_not_exposed,#64748B,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Setup Pending,Setup Pending,Setup Pending,3,3,verified_layout_sequence,used,unknown_not_exposed,#3B82F6,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,QA In Progress,QA In Progress,QA In Progress,4,4,verified_layout_sequence,used,unknown_not_exposed,#F59E0B,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Ready for Approval,Ready for Approval,Ready for Approval,5,5,verified_layout_sequence,used,unknown_not_exposed,#8B5CF6,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Scheduled,Scheduled,Scheduled,6,6,verified_layout_sequence,used,unknown_not_exposed,#06B6D4,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Live,Live,Live,7,7,verified_layout_sequence,used,unknown_not_exposed,#16A34A,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Paused,Paused,Paused,8,8,verified_layout_sequence,used,unknown_not_exposed,#D97706,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Completed,Completed,Completed,9,9,verified_layout_sequence,used,unknown_not_exposed,#15803D,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Stopped,Stopped,Stopped,10,10,verified_layout_sequence,used,unknown_not_exposed,#475569,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Rolled Back,Rolled Back,Rolled Back,11,11,verified_layout_sequence,used,unknown_not_exposed,#EA580C,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Test Status,Test_Status,picklist,layout_standard,Failed,Failed,Failed,12,12,verified_layout_sequence,used,unknown_not_exposed,#DC2626,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Type,Type,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Type,Type,picklist,module,Cross-Sell,Cross-Sell,Cross-Sell,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Type,Type,picklist,module,Existing Business,Existing Business,Existing Business,3,3,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Type,Type,picklist,module,Expansion,Expansion,Expansion,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Type,Type,picklist,module,Initial Sale,Initial Sale,Initial Sale,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Type,Type,picklist,module,New Business,New Business,New Business,6,6,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Type,Type,picklist,module,Renewal,Renewal,Renewal,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Type,Type,picklist,module,Upgrade,Upgrade,Upgrade,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Urgent Call Handling,Urgent_Call_Handling,picklist,layout_standard,-None-,-None-,-None-,1,1,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Urgent Call Handling,Urgent_Call_Handling,picklist,layout_standard,Attempt Approved Transfer,Attempt Approved Transfer,Attempt Approved Transfer,2,2,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Urgent Call Handling,Urgent_Call_Handling,picklist,layout_standard,Alert + Capture Callback,Alert + Capture Callback,Alert + Capture Callback,3,3,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Urgent Call Handling,Urgent_Call_Handling,picklist,layout_standard,Capture Callback Only,Capture Callback Only,Capture Callback Only,4,4,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
