schema_version,snapshot_date,source_module_label,source_module_api_name,source_field_label,source_field_api_name,source_data_type,source_usage_status,target_module_label,target_module_api_name,target_field_label,target_field_api_name,target_data_type,target_field_status,current_mapping_status,type_compatibility_status,choice_compatibility_status,mapping_review_status,review_reason_code,metadata_verification_status
1,2026-08-05,Leads,Leads,Enrich Status,Enrich_Status__s,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Fax,Fax,text,unused,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,legacy_field,verified
1,2026-08-05,Leads,Leads,Fax,Fax,text,unused,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,legacy_field,verified
1,2026-08-05,Leads,Leads,Fax,Fax,text,unused,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,legacy_field,verified
1,2026-08-05,Leads,Leads,Field Team Size Band,Field_Team_Size_Band,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,company_owned,verified
1,2026-08-05,Leads,Leads,Field Team Size Band,Field_Team_Size_Band,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Field Team Size Band,Field_Team_Size_Band,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,company_owned,verified
1,2026-08-05,Leads,Leads,First Name,First_Name,text,used,Contacts,Contacts,First Name,First_Name,text,existing_used,mapped,exact,not_choice,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,First Name,First_Name,text,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,First Name,First_Name,text,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,First Visit,First_Visited_Time,datetime,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,First Visit,First_Visited_Time,datetime,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,First Visit,First_Visited_Time,datetime,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,First Page Visited,First_Visited_URL,website,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,First Page Visited,First_Visited_URL,website,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,First Page Visited,First_Visited_URL,website,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Full Name,Full_Name,text,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Full Name,Full_Name,text,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Full Name,Full_Name,text,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,ICP Fit,ICP_Fit,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,ICP Fit,ICP_Fit,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,ICP Fit,ICP_Fit,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Record Id,id,bigint,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Record Id,id,bigint,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Record Id,id,bigint,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Industry,Industry,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,company_owned,verified
1,2026-08-05,Leads,Leads,Industry,Industry,picklist,used,Accounts,Accounts,Industry,Industry,picklist,existing_used,mapped,exact,exact,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Industry,Industry,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,company_owned,verified
1,2026-08-05,Leads,Leads,Integration Readiness,Integration_Readiness,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Integration Readiness,Integration_Readiness,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Integration Readiness,Integration_Readiness,picklist,used,Deals,Deals,Integration Readiness,Integration_Readiness,picklist,existing_used,unmapped,exact,exact,safe_add,deal_owned,verified
1,2026-08-05,Leads,Leads,Last Activity Time,Last_Activity_Time,datetime,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Last Activity Time,Last_Activity_Time,datetime,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Last Activity Time,Last_Activity_Time,datetime,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Last Enriched Time,Last_Enriched_Time__s,datetime,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Last Enriched Time,Last_Enriched_Time__s,datetime,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Last Enriched Time,Last_Enriched_Time__s,datetime,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Last Name,Last_Name,text,used,Contacts,Contacts,Last Name,Last_Name,text,existing_used,mapped,exact,not_choice,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Last Name,Last_Name,text,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,Last Name,Last_Name,text,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,Last Outreach At,Last_Outreach_At,datetime,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Last Outreach At,Last_Outreach_At,datetime,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Last Outreach At,Last_Outreach_At,datetime,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Last Research Verified At,Last_Research_Verified_At,datetime,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Last Research Verified At,Last_Research_Verified_At,datetime,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Last Research Verified At,Last_Research_Verified_At,datetime,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Most Recent Visit,Last_Visited_Time,datetime,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Most Recent Visit,Last_Visited_Time,datetime,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Most Recent Visit,Last_Visited_Time,datetime,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Lead Conversion Time,Lead_Conversion_Time,integer,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Lead Conversion Time,Lead_Conversion_Time,integer,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Lead Conversion Time,Lead_Conversion_Time,integer,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Lead Source,Lead_Source,picklist,used,Contacts,Contacts,Lead Source,Lead_Source,picklist,existing_used,mapped,exact,exact,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Lead Source,Lead_Source,picklist,used,Accounts,Accounts,Lead Source,Source_Channel,picklist,existing_used,mapped,exact,exact,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Lead Source,Lead_Source,picklist,used,Deals,Deals,Lead Source,Lead_Source,picklist,existing_used,mapped,exact,exact,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Lead Status,Lead_Status,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Lead Status,Lead_Status,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Lead Status,Lead_Status,picklist,used,Deals,Deals,Stage,Stage,picklist,existing_used,unmapped,exact,mismatch,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Social Lead ID,leadchain0__Social_Lead_ID,text,used,Contacts,Contacts,Social Lead ID,leadchain0__Social_Lead_ID,text,existing_used,mapped,exact,not_choice,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Social Lead ID,leadchain0__Social_Lead_ID,text,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Social Lead ID,leadchain0__Social_Lead_ID,text,used,Deals,Deals,Social Lead ID,leadchain0__Social_Lead_ID,text,existing_used,mapped,exact,not_choice,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Lifecycle Status,Lifecycle_Status,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Lifecycle Status,Lifecycle_Status,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Lifecycle Status,Lifecycle_Status,picklist,used,Deals,Deals,Stage,Stage,picklist,existing_used,unmapped,exact,mismatch,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,LinkedIn,LinkedIn,website,used,Contacts,Contacts,LinkedIn,LinkedIn,website,existing_used,mapped,exact,not_choice,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,LinkedIn,LinkedIn,website,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,LinkedIn,LinkedIn,website,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,Location Source URL,Location_Source_URL,website,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Location Source URL,Location_Source_URL,website,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Location Source URL,Location_Source_URL,website,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Location Type,Location_Type,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Location Type,Location_Type,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Location Type,Location_Type,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Locked,Locked__s,boolean,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Locked,Locked__s,boolean,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Locked,Locked__s,boolean,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Mobile,Mobile,phone,used,Contacts,Contacts,Mobile,Mobile,phone,existing_used,mapped,exact,not_choice,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Mobile,Mobile,phone,used,Accounts,Accounts,Mobile,Mobile,phone,existing_used,mapped,exact,not_choice,remove,person_company_mismatch,verified
1,2026-08-05,Leads,Leads,Mobile,Mobile,phone,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,Modified By,Modified_By,ownerlookup,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Modified By,Modified_By,ownerlookup,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Modified By,Modified_By,ownerlookup,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Modified Time,Modified_Time,datetime,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Modified Time,Modified_Time,datetime,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Modified Time,Modified_Time,datetime,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Monthly Inbound Call Band,Monthly_Inbound_Call_Band,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Monthly Inbound Call Band,Monthly_Inbound_Call_Band,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Monthly Inbound Call Band,Monthly_Inbound_Call_Band,picklist,used,Deals,Deals,Monthly Inbound Call Band,Monthly_Inbound_Call_Band,picklist,existing_used,unmapped,exact,exact,safe_add,deal_owned,verified
1,2026-08-05,Leads,Leads,Distance,nearby_distance__s,double,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Distance,nearby_distance__s,double,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Distance,nearby_distance__s,double,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Next Action,Next_Action,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Next Action,Next_Action,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Next Action,Next_Action,picklist,used,Deals,Deals,Next Action,Next_Steps,picklist,existing_used,unmapped,exact,mismatch,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Next Outreach At,Next_Outreach_At,datetime,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Next Outreach At,Next_Outreach_At,datetime,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Next Outreach At,Next_Outreach_At,datetime,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,No of Employees,No_of_Employees,integer,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,company_owned,verified
1,2026-08-05,Leads,Leads,No of Employees,No_of_Employees,integer,used,Accounts,Accounts,Employees,Employees,integer,existing_used,unmapped,exact,not_choice,safe_add,company_owned,verified
1,2026-08-05,Leads,Leads,No of Employees,No_of_Employees,integer,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,company_owned,verified
1,2026-08-05,Leads,Leads,Number Of Chats,Number_Of_Chats,integer,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Number Of Chats,Number_Of_Chats,integer,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Number Of Chats,Number_Of_Chats,integer,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Number of Locations,Number_of_Locations,integer,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,company_owned,verified
1,2026-08-05,Leads,Leads,Number of Locations,Number_of_Locations,integer,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Number of Locations,Number_of_Locations,integer,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,company_owned,verified
1,2026-08-05,Leads,Leads,Nurture Reason,Nurture_Reason,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Nurture Reason,Nurture_Reason,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Nurture Reason,Nurture_Reason,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Outreach Attempt Count,Outreach_Attempt_Count,integer,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Outreach Attempt Count,Outreach_Attempt_Count,integer,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Outreach Attempt Count,Outreach_Attempt_Count,integer,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Lead Owner,Owner,ownerlookup,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Lead Owner,Owner,ownerlookup,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Lead Owner,Owner,ownerlookup,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Pain Summary,Pain_Point_Summary,textarea,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Pain Summary,Pain_Point_Summary,textarea,used,Accounts,Accounts,Pain Point Summary,Pain_Point_Summary,textarea,existing_used,mapped,exact,not_choice,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Pain Summary,Pain_Point_Summary,textarea,used,Deals,Deals,Pain Summary,Pain_Point_Summary,textarea,existing_used,unmapped,exact,not_choice,safe_add,deal_owned,verified
1,2026-08-05,Leads,Leads,Pain Signals,Pain_Signals,multiselectpicklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Pain Signals,Pain_Signals,multiselectpicklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Pain Signals,Pain_Signals,multiselectpicklist,used,Deals,Deals,,,,missing,unmapped,not_applicable,not_assessed,target_creation_required,target_missing,verified
1,2026-08-05,Leads,Leads,Phone,Phone,phone,used,Contacts,Contacts,Phone,Phone,phone,existing_used,mapped,exact,not_choice,safe_keep,exact_match,verified
1,2026-08-05,Leads,Leads,Phone,Phone,phone,used,Accounts,Accounts,Phone,Phone,phone,existing_used,mapped,exact,not_choice,remove,person_company_mismatch,verified
1,2026-08-05,Leads,Leads,Phone,Phone,phone,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,Communication Preference,Preferred_Communication_Method,picklist,used,Contacts,Contacts,Preferred Communication Methods,Preferred_Communication_Methods,multiselectpicklist,existing_used,unmapped,incompatible,mismatch,intentional_unmapped,choice_value_mismatch,verified
1,2026-08-05,Leads,Leads,Communication Preference,Preferred_Communication_Method,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,Communication Preference,Preferred_Communication_Method,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,person_owned,verified
1,2026-08-05,Leads,Leads,Primary Operating System,Primary_Operating_System,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Primary Operating System,Primary_Operating_System,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Primary Operating System,Primary_Operating_System,picklist,used,Deals,Deals,Primary Operating System,Primary_Operating_System,picklist,existing_used,unmapped,exact,exact,safe_add,deal_owned,verified
1,2026-08-05,Leads,Leads,Prospect Import Key,Prospect_Import_Key,text,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Prospect Import Key,Prospect_Import_Key,text,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Prospect Import Key,Prospect_Import_Key,text,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Rating,Rating,picklist,used,Contacts,Contacts,Priority,Priority,picklist,existing_used,unmapped,exact,mismatch,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Rating,Rating,picklist,used,Accounts,Accounts,Rating,Rating,picklist,existing_unused,unmapped,exact,mismatch,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Rating,Rating,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,process_state_owned,verified
1,2026-08-05,Leads,Leads,Lead Image,Record_Image,profileimage,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Lead Image,Record_Image,profileimage,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Lead Image,Record_Image,profileimage,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Record Status,Record_Status__s,picklist,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Record Status,Record_Status__s,picklist,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Record Status,Record_Status__s,picklist,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Referral Source Contact,Referral_Source_Name,lookup,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Referral Source Contact,Referral_Source_Name,lookup,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Referral Source Contact,Referral_Source_Name,lookup,used,Deals,Deals,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,source_record_retained,verified
1,2026-08-05,Leads,Leads,Referrer,Referrer,website,used,Contacts,Contacts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
1,2026-08-05,Leads,Leads,Referrer,Referrer,website,used,Accounts,Accounts,,,,not_applicable,unmapped,not_applicable,not_assessed,intentional_unmapped,system_managed,verified
