schema_version,snapshot_date,module_label,module_api_name,field_label,field_api_name,data_type,origin_status,usage_status,write_status,system_required_status,standard_layout_required_status,virtual_status,help_text_status,metadata_verification_status
1,2026-08-05,Accounts,Accounts,Shipping Code,Shipping_Code,text,system,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Accounts,Accounts,Shipping Contact,Shipping_Contact,lookup,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Accounts,Accounts,Shipping Country,Shipping_Country,text,system,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Accounts,Accounts,Shipping Fax,Shipping_Fax,phone,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Accounts,Accounts,Shipping Phone,Shipping_Phone,phone,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Accounts,Accounts,Shipping State,Shipping_State,text,system,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Accounts,Accounts,Shipping Street,Shipping_Street,text,system,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Accounts,Accounts,Shipping Street Line 2,Shipping_Street_Line_2,text,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Accounts,Accounts,SIC Code,SIC_Code,integer,system,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Accounts,Accounts,Lead Source,Source_Channel,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Accounts,Accounts,Subscription Status,Subscription_Status,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Accounts,Accounts,Tag,Tag,text,system,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Accounts,Accounts,Ticker Symbol,Ticker_Symbol,text,system,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Accounts,Accounts,Title,Title,text,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Accounts,Accounts,Vertical,Vertical,picklist,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Accounts,Accounts,Website,Website,website,system,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Accounts,Accounts,Work Phone,Work_Phone,phone,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Accounts,Accounts,X (Twitter),X_Twitter,website,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Accounts,Accounts,Contracts Counterparty ID,zohocontracts__Contracts_Counterparty_ID,text,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Account Name,Account_Name,lookup,system,used,writable,optional,required,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Address,Address,textarea,custom,used,read_only,optional,optional,virtual,missing,verified
1,2026-08-05,Deals,Deals,Address - City,Address_City,text,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Address - Coordinates,Address_Coordinates,textarea,custom,used,read_only,optional,optional,virtual,missing,verified
1,2026-08-05,Deals,Deals,Address - Latitude,Address_Coordinates_Latitude,double,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Address - Longitude,Address_Coordinates_Longitude,double,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Address - Country / Region,Address_Country_Region,picklist,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Address - Flat / House No./ Building / Apartment Name,Address_Flat_House_No_Building_Apartment_Name,text,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Address - State / Province,Address_State_Province,picklist,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Address - Street Address,Address_Street_Address,text,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Address - Zip / Postal Code,Address_Zip_Postal_Code,text,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,After-Hours Call Band,After_Hours_Call_Band,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,After Hours Call Share,After_Hours_Call_Share,percent,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Amount,Amount,currency,system,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Attachment,Attachment,picklist,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Average Job Value,Average_Job_Value,currency,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Average Job Value Band,Average_Job_Value_Band,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Backup Fee,Backup_Fee,currency,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Billing Customer ID,Billing_Customer_ID,text,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Billing Subscription ID,Billing_Subscription_ID,text,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Breach Continuation Days,Breach_Continuation_Days,integer,custom,unused,writable,optional,not_present,concrete,present,verified
1,2026-08-05,Deals,Deals,Commercial Fit,Budget_Fit,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Change Log Time,Change_Log_Time__s,datetime,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Closing Date,Closing_Date,date,system,used,writable,optional,required,concrete,present,verified
1,2026-08-05,Deals,Deals,Contact Name,Contact_Name,lookup,system,used,writable,optional,required,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Coverage Needs,Coverage_Needs,multiselectpicklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Created By,Created_By,ownerlookup,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Created Time,Created_Time,datetime,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Current Call Handling,Current_Call_Handling,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Monthly Answering Cost,Current_Monthly_Answering_Cost,currency,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Date,Date,date,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Deal Name,Deal_Name,text,system,used,writable,required,required,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Deliverables,Deliverables,picklist,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Department,Department,text,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Description,Description,textarea,system,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Description Of SaaS Service,Description_Of_SaaS_Service,text,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Email,Email,email,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Est Missed Opportunity,Estimated_Monthly_Missed_Opportunity,currency,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Est Unanswered Call Rate,Estimated_Unanswered_Call_Rate,percent,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Expected Revenue,Expected_Revenue,currency,system,used,read_only,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Governing Law State,Governing_Law_State,picklist,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Record Id,id,bigint,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Integration Readiness,Integration_Readiness,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Last Activity Time,Last_Activity_Time,datetime,system,used,read_only,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Lead Conversion Time,Lead_Conversion_Time,integer,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Lead Source,Lead_Source,picklist,system,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Social Lead ID,leadchain0__Social_Lead_ID,text,custom,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Locked,Locked__s,boolean,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Mobile,Mobile,phone,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Modified By,Modified_By,ownerlookup,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Modified Time,Modified_Time,datetime,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Monthly Inbound Call Band,Monthly_Inbound_Call_Band,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Monthly Inbound Calls,Monthly_Inbound_Calls,integer,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Monthly Recurring Revenue,Monthly_Recurring_Revenue,currency,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Distance,nearby_distance__s,double,system,used,read_only,optional,optional,virtual,missing,verified
1,2026-08-05,Deals,Deals,Next Renewal Date,Next_Renewal_Date,date,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Next Step,Next_Step,text,system,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Next Action,Next_Steps,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Nth,Nth,text,custom,unused,writable,optional,not_present,concrete,present,verified
1,2026-08-05,Deals,Deals,Overall Sales Duration,Overall_Sales_Duration,integer,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Deal Owner,Owner,ownerlookup,system,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Pain Summary,Pain_Point_Summary,textarea,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Party A,Party_A,picklist,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Party B,Party_B,lookup,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Phone,Phone,phone,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Pilot Outcome,Pilot_Outcome,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Pilot Outcome Notes,Pilot_Outcome_Notes,textarea,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Pilot Scope,Pilot_Scope,textarea,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Pilot Success Criteria,Pilot_Success_Criteria,textarea,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Pipeline,Pipeline,picklist,system,used,writable,required,required,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Plan,Plan,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Primary Operating System,Primary_Operating_System,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Probability,Probability,integer,system,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Reason For Loss,Reason_For_Loss__s,picklist,system,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Deal Image,Record_Image,profileimage,system,unused,writable,optional,not_present,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Record Status,Record_Status__s,picklist,system,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Sales Cycle Duration,Sales_Cycle_Duration,integer,system,used,read_only,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Scheduling Process,Scheduling_Process,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Service Line,Service,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Setup Fee,Setup_Fee,currency,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Stage,Stage,picklist,system,used,writable,required,required,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Stage Modified Time,Stage_Modified_Time,datetime,system,used,writable,optional,optional,concrete,not_supported,verified
1,2026-08-05,Deals,Deals,Subscription Start Date,Subscription_Start_Date,date,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Subscription Status,Subscription_Status,picklist,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Tag,Tag,text,system,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Target Start Date,Target_Start_Date,date,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Timeline Fit,Timeline_Fit,picklist,custom,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,Title,Title,text,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Type,Type,picklist,system,used,writable,optional,optional,concrete,present,verified
1,2026-08-05,Deals,Deals,URL,URL,text,custom,unused,writable,optional,not_present,concrete,missing,verified
1,2026-08-05,Deals,Deals,Workflow Integration,Workflow_And_Integration_Notes,textarea,custom,used,writable,optional,optional,concrete,present,verified
